parent_inchikey,n_brd_ids,brd_ids
QGGFARYSPQJNIH,5,BRD-K05050883; BRD-K18767302; BRD-K19933506; BRD-K20281332; BRD-K27343142
UWFYSQMTEOIJJG,5,BRD-A39290993; BRD-A51294525; BRD-A95207036; BRD-K41141507; BRD-K59573506
CXRYDROHJOKZNG,5,BRD-K01070670; BRD-K06650679; BRD-K08240821; BRD-K52178187; BRD-K89609393
OWJOIEFDHRCHNY,5,BRD-K13336710; BRD-K16190564; BRD-K46562329; BRD-K74267000; BRD-K93866368
VJARKWPJXPJMID,5,BRD-K41305193; BRD-K49577636; BRD-K78249980; BRD-K82823857; BRD-K99522349
LTGSPNUZXQNZNT,5,BRD-K03254663; BRD-K18801549; BRD-K35156336; BRD-K93747042; BRD-K95653016
DLYGSNKXPRYVCA,5,BRD-K13425292; BRD-K27263328; BRD-K31584969; BRD-K45520793; BRD-K60002680
OFOUXQSPHPQRAF,5,BRD-K22609494; BRD-K35103917; BRD-K42989496; BRD-K93972090; BRD-K96839270
VGGDTLLTAGJVNH,5,BRD-K04614055; BRD-K36134372; BRD-K38282015; BRD-K52190624; BRD-K67522096
WWBREHKQUAGTED,5,BRD-K04695993; BRD-K41538715; BRD-K45095313; BRD-K61912055; BRD-K95068765
BCONNRULZQNARA,5,BRD-K32893898; BRD-K41729242; BRD-K59626557; BRD-K70412800; BRD-K99736408
BCUUTPUMPAWJAT,5,BRD-K38955287; BRD-K42016545; BRD-K44649335; BRD-K63654001; BRD-K77884956
YDXYYDXTJISMJT,5,BRD-K07424227; BRD-K38493271; BRD-K52544910; BRD-K65900075; BRD-K96989541
WWYNJERNGUHSAO,5,BRD-A14886633; BRD-A50928468; BRD-K35189033; BRD-K74741811; BRD-K90543092
OBJUKURLMFMQOH,5,BRD-K04882719; BRD-K75710654; BRD-K79676802; BRD-K88876691; BRD-K97946004
IMRBVWRRZLZKRA,5,BRD-K00846914; BRD-K06111088; BRD-K16254782; BRD-K58577862; BRD-K65109005
OYTWRKZESVKYOW,5,BRD-K02008913; BRD-K33979365; BRD-K36284700; BRD-K44465671; BRD-K63096635
VFKJMYCCVOFSSP,5,BRD-K04104496; BRD-K15126665; BRD-K39101193; BRD-K64180195; BRD-K91731568
WKBGSUAXJVLQSN,5,BRD-K27525788; BRD-K32559936; BRD-K62839271; BRD-K74712058; BRD-K95718241
LQSMEYMBJWSEPC,5,BRD-K05877335; BRD-K27540772; BRD-K35123860; BRD-K36042673; BRD-K38669793
DKXZRNXCWOKGFW,5,BRD-K00859238; BRD-K05246899; BRD-K34545522; BRD-K85685363; BRD-K86571219
DKSPUDZDLBRLRD,5,BRD-K06724886; BRD-K23975481; BRD-K46413323; BRD-K59870481; BRD-K94409042
IUJLOVQYFFXLDN,5,BRD-K01067435; BRD-K05001008; BRD-K05704547; BRD-K12555854; BRD-K21483524
IEPBIIJIEGXQRE,5,BRD-K30649361; BRD-K58642524; BRD-K92824836; BRD-K93996655; BRD-K98968761
XORJDKZTELKQNH,5,BRD-K06852269; BRD-K40414902; BRD-K80226949; BRD-K86483825; BRD-K89551737
CHMWYEVRTWMFCL,5,BRD-K20368781; BRD-K20798215; BRD-K21143905; BRD-K44458042; BRD-K90138084
ILIPRRONQGJVHL,5,BRD-K34383440; BRD-K35589880; BRD-K79339982; BRD-K88641895; BRD-K99517495
HWEAQBDEOFZYHR,5,BRD-K13697129; BRD-K24977302; BRD-K82768800; BRD-K94446761; BRD-K96238295
RGRLROMATPOZOC,5,BRD-K20501513; BRD-K40249559; BRD-K61001510; BRD-K75035820; BRD-K96539190
UJYZNBPSVBHVBP,5,BRD-K00955582; BRD-K28813194; BRD-K29254503; BRD-K39600742; BRD-K41866979
JFWSYQFTTWMPPF,5,BRD-K08308527; BRD-K11057086; BRD-K27228812; BRD-K35188988; BRD-K36064145
OEXHQOGQTVQTAT,5,BRD-A05352148; BRD-A07029265; BRD-A37432947; BRD-A47449001; BRD-A96060515
GCQIYZLQWHNMPN,5,BRD-K11054415; BRD-K33454318; BRD-K39078753; BRD-K65446780; BRD-K97537859
LJWHPXFZVGGEPZ,5,BRD-K15895141; BRD-K17375958; BRD-K44021875; BRD-K65300017; BRD-K70202431
MCOJFHYNZBKTQP,5,BRD-K14589361; BRD-K25525067; BRD-K68328788; BRD-K77547131; BRD-K91410469
UYCGUZMTEQILNL,5,BRD-K04251331; BRD-K07809895; BRD-K07937631; BRD-K18384660; BRD-K98135954
YLVWKLWKMUPGPR,5,BRD-K11556486; BRD-K15389391; BRD-K61190439; BRD-K63946052; BRD-K81799166
FMAAXSCNYRSPNB,5,BRD-K25065206; BRD-K43848904; BRD-K76294510; BRD-K79481905; BRD-K99495107
WUYMKGAOXGWOLL,5,BRD-K35060373; BRD-K38672372; BRD-K60362139; BRD-K61788733; BRD-K78914942
AYVSZOBZIZEFEA,5,BRD-K14744524; BRD-K23763017; BRD-K30937833; BRD-K33394674; BRD-K67669478
RUDATBOHQWOJDD,5,BRD-K18135438; BRD-K38159897; BRD-K43723251; BRD-K62997315; BRD-K87300616
XEPWKRSQLBTXFU,5,BRD-K05857732; BRD-K15285842; BRD-K19575490; BRD-K25974714; BRD-K35863275
UAWGSLKNHZLEPQ,5,BRD-K01575212; BRD-K07642375; BRD-K28013436; BRD-K30342454; BRD-K47992037
JEWVOUSHTDFCPR,5,BRD-K24471810; BRD-K24743998; BRD-K32943037; BRD-K40485332; BRD-K56309946
QWCMRWQEQWRTJY,5,BRD-K02356765; BRD-K03779476; BRD-K26319806; BRD-K39878860; BRD-K98783629
WMTZQZROEPTADL,5,BRD-K50058129; BRD-K56783915; BRD-K57184082; BRD-K68995447; BRD-K71521842
SRZDSTZFHOVQBI,5,BRD-K17285234; BRD-K32214429; BRD-K65780164; BRD-K74302837; BRD-K95035301
FPMJOPUHYZGMQU,5,BRD-K04326190; BRD-K26631510; BRD-K91686310; BRD-K98945308; BRD-K99902401
UYGLFTDABBDOCR,5,BRD-K03923461; BRD-K41289356; BRD-K52842821; BRD-K72753750; BRD-K77345736
JTKPUOMASGTZAW,5,BRD-K21796872; BRD-K25577594; BRD-K33881003; BRD-K60804903; BRD-K82736385
KHGWYQNTVNQZQS,5,BRD-K12844656; BRD-K17627540; BRD-K59680547; BRD-K77899084; BRD-K88756517
UFCPYRWCPDLGEX,5,BRD-K19159562; BRD-K34206995; BRD-K48679006; BRD-K71493061; BRD-K82117061
UGDLKAPALXLDHQ,5,BRD-K07473223; BRD-K09615275; BRD-K46961295; BRD-K64249376; BRD-K72801689
VVYGNONDBDDRFX,5,BRD-K07348252; BRD-K25660189; BRD-K36691793; BRD-K49457424; BRD-K56536241
STPKXVJXGDPGFM,5,BRD-K15923694; BRD-K40241713; BRD-K44843438; BRD-K54885483; BRD-K95805172
PXFBSPNBWQCPHK,5,BRD-K14000735; BRD-K53986871; BRD-K59159285; BRD-K80212510; BRD-K99830292
GHOSBDATJBJZOG,5,BRD-K00043782; BRD-K02653582; BRD-K25385069; BRD-K37357048; BRD-K63140065
RRTIWHGSFRWPSK,5,BRD-K16563572; BRD-K20278954; BRD-K25214457; BRD-K47558670; BRD-K69286267
KOPUKDVKYXJRIR,5,BRD-K06550516; BRD-K10087503; BRD-K25496062; BRD-K25649458; BRD-K93779718
MJLMJXYCUJDZRA,5,BRD-K01763173; BRD-K12484748; BRD-K18891555; BRD-K35247118; BRD-K52955163
MKZVTDJRJDFKFH,5,BRD-K03476588; BRD-K34407242; BRD-K56847293; BRD-K71379723; BRD-K95910173
GHLJLHKVBJDFKH,5,BRD-K15489726; BRD-K19969618; BRD-K22865069; BRD-K46726368; BRD-K80185984
VOTKEIORIBNPMA,5,BRD-K17139610; BRD-K34922409; BRD-K50078508; BRD-K70433089; BRD-K91379182
ISTJSGUPMUQIIL,5,BRD-K27335290; BRD-K50604515; BRD-K52194153; BRD-K74754874; BRD-K81471597
VOCYCOKXIBOWBC,5,BRD-K01977318; BRD-K08570368; BRD-K41421455; BRD-K52124071; BRD-K98626176
ICLDRKSGEYCSHN,5,BRD-K07627743; BRD-K44123761; BRD-K45058329; BRD-K70264850; BRD-K87967738
QNMRQELCDYNENZ,5,BRD-K08629159; BRD-K17698750; BRD-K24487269; BRD-K31503053; BRD-K31533112
MPDMLCBONFVZSW,5,BRD-K00773626; BRD-K11804865; BRD-K24109044; BRD-K33016067; BRD-K99702099
VNTQRTFIXZLISU,5,BRD-K39158620; BRD-K41957723; BRD-K50008654; BRD-K63484733; BRD-K67839548
GRQQCURPJJKOPI,5,BRD-K14127078; BRD-K37048848; BRD-K54381041; BRD-K73199200; BRD-K78627754
BEUJQTDXAJTLJD,5,BRD-K27011412; BRD-K43390655; BRD-K86143816; BRD-K96604397; BRD-K96970199
ZUCJYVPDHBVELS,5,BRD-K26968982; BRD-K40724613; BRD-K57719270; BRD-K83007718; BRD-K83431831
MSTFBRZSUKBDPT,5,BRD-K28764680; BRD-K47370004; BRD-K48263613; BRD-K74881104; BRD-K84988480
GUDXKJZEBVMQGW,5,BRD-K11666748; BRD-K13267677; BRD-K55402144; BRD-K65883179; BRD-K68314790
ZVGZXOHQIINXMB,5,BRD-K14636731; BRD-K30802967; BRD-K46255814; BRD-K63979920; BRD-K89696951
PPTVZYJXLGYDRY,5,BRD-K00513921; BRD-K36681355; BRD-K49909254; BRD-K69951274; BRD-K85237791
PQNWFIFCFFWMJI,5,BRD-K01283689; BRD-K01723566; BRD-K17234088; BRD-K26051127; BRD-K27416453
VUNNIGMMXHQHNM,5,BRD-K26272845; BRD-K28820796; BRD-K31564149; BRD-K33151492; BRD-K87224747
CRZDWKBDRGRNEI,5,BRD-K08210330; BRD-K20091307; BRD-K35039537; BRD-K66850406; BRD-K84003657
KJLVFPZXKUGLPF,5,BRD-K28884887; BRD-K41344641; BRD-K45033698; BRD-K63724542; BRD-K66642908
VQSQQTWXMLMOML,5,BRD-K15419834; BRD-K43472599; BRD-K61382850; BRD-K69711545; BRD-K77301526
ZIZYGTWNPVBARE,5,BRD-K25473383; BRD-K50665432; BRD-K67123444; BRD-K68327489; BRD-K82621995
SUWVCNKGBWKVIR,5,BRD-K35208671; BRD-K41008930; BRD-K45185691; BRD-K62511324; BRD-K85873301
DZRIWTKXHLXUTO,5,BRD-K15098674; BRD-K46370825; BRD-K68665543; BRD-K75755028; BRD-K90534988
ANVCKVJMNHXGBG,5,BRD-K03476091; BRD-K03911650; BRD-K17886576; BRD-K34542210; BRD-K48465004
ZDZOTLJHXYCWBA,5,BRD-A05821830; BRD-K30577245; BRD-K30618791; BRD-K42125900; BRD-K63265447
KXTDYBDROYGOSG,5,BRD-K30347205; BRD-K34320757; BRD-K45542432; BRD-K60019754; BRD-K75733071
IKKPAINHCJPYFK,5,BRD-K05678583; BRD-K15525241; BRD-K23384658; BRD-K70492429; BRD-K86948282
KMYKLRXROVKHNJ,5,BRD-K17266676; BRD-K30382953; BRD-K45656768; BRD-K55916310; BRD-K69565703
PTEAFCJBUOPAHG,5,BRD-K14124956; BRD-K44643967; BRD-K44866331; BRD-K58248556; BRD-K58865204
SONVGTXFTWWDQR,5,BRD-K17745445; BRD-K27005217; BRD-K37461197; BRD-K88856990; BRD-K94067270
SUQCROIYCBRRRP,5,BRD-K54332480; BRD-K59041191; BRD-K68202226; BRD-K78400597; BRD-K95895516
JTUOZIKDJHIQCB,5,BRD-K32460251; BRD-K33066317; BRD-K41405597; BRD-K88114291; BRD-K90154335
RPGIBJKWWMWOCH,5,BRD-K18772888; BRD-K34310783; BRD-K52208857; BRD-K59683187; BRD-K87430974
OIOMLIQJBPNRTR,5,BRD-K01240438; BRD-K08576275; BRD-K14987634; BRD-K23064726; BRD-K40332193
KTPUHGRRTQXBGV,5,BRD-K03916755; BRD-K06537903; BRD-K10540354; BRD-K11874023; BRD-K24246830
JZHWTQAESVMWQB,5,BRD-K08616215; BRD-K14206468; BRD-K27915767; BRD-K53187535; BRD-K84636160
KFAQLLCHSMBKLV,5,BRD-K10588890; BRD-K38120474; BRD-K52872067; BRD-K83667863; BRD-K88830558
CBWRNOSECAFSLQ,5,BRD-K22789469; BRD-K35527855; BRD-K37961770; BRD-K57443386; BRD-K64317740
CBIJUIOTIYQLMH,5,BRD-K36340167; BRD-K47391428; BRD-K47510632; BRD-K59544784; BRD-K77023196
NHANBWHFHPMELO,5,BRD-K07996284; BRD-K43594798; BRD-K45058172; BRD-K60337516; BRD-K64732418
NONDGOMIDWLUNU,5,BRD-K27586026; BRD-K42931788; BRD-K71805031; BRD-K90064059; BRD-K93054014
KTEXNACQROZXEV,5,BRD-A66395008; BRD-K04949373; BRD-K28120222; BRD-K81651477; BRD-K98548675
SLXXNDOTBOUXJA,5,BRD-K00378498; BRD-K11674021; BRD-K17199106; BRD-K33767317; BRD-K67146164
IDOMJCFPTXQKSJ,5,BRD-K03654379; BRD-K09521953; BRD-K11696817; BRD-K16826019; BRD-K17840858
FGARXSMYVPQAMN,5,BRD-K14958998; BRD-K20032520; BRD-K58472651; BRD-K95786246; BRD-K98321674
DUYFFANIOYJIMN,5,BRD-K12729417; BRD-K25775504; BRD-K27296582; BRD-K56014252; BRD-K95361366
FGMBKJAJBFHUEJ,5,BRD-K00241248; BRD-K02072940; BRD-K02756145; BRD-K62602051; BRD-K87217296
VWUXBMIQPBEWFH,5,BRD-A03249105; BRD-A17828570; BRD-A83237092; BRD-A85667082; BRD-A90490067
IGJDKOMBBXSAPT,5,BRD-K19662956; BRD-K36882679; BRD-K49755501; BRD-K56183302; BRD-K92541860
UCQARJGLVBPITC,5,BRD-K71166745; BRD-K80926963; BRD-K81123598; BRD-K88334823; BRD-K96935347
RCINICONZNJXQF,5,BRD-A23723433; BRD-A28746609; BRD-A63610676; BRD-K62008436; BRD-K86858124
TUZYXOIXSAXUGO,5,BRD-A11170096; BRD-A71816415; BRD-K25841245; BRD-K31447894; BRD-K60511616
UKHLHKFXXKIOBA,5,BRD-K16698502; BRD-K46842958; BRD-K48710089; BRD-K60175505; BRD-K77058876
YDCDOYMHDVYTIM,5,BRD-K03391109; BRD-K09583061; BRD-K29238078; BRD-K36807301; BRD-K38633800
APMQHRQBDHMONS,5,BRD-K08209559; BRD-K10722141; BRD-K44613656; BRD-K62612761; BRD-K97186212
MUGALHVVQCOZES,5,BRD-K11088254; BRD-K18748400; BRD-K47890395; BRD-K61339519; BRD-K90848748
ZJHDPNYYPDHDNF,5,BRD-K03070790; BRD-K03376048; BRD-K22475995; BRD-K24727463; BRD-K32093012
KBDYTXJNXXZTGD,5,BRD-K04309313; BRD-K28036193; BRD-K37743233; BRD-K71894218; BRD-K92659561
SCSZUZCJLHTTSJ,5,BRD-K04143388; BRD-K07567566; BRD-K11504463; BRD-K14442101; BRD-K26904107
FYUBIBUWDYYNKH,5,BRD-K06492185; BRD-K23825243; BRD-K53241640; BRD-K61823824; BRD-K93473872
OFHCOWSQAMBJIW,4,BRD-K49522529; BRD-K86284654; BRD-K92644009; BRD-K93433262
OHCQJHSOBUTRHG,4,BRD-A55416093; BRD-A70449690; BRD-K09602097; BRD-K77830450
OGWKCGZFUXNPDA,4,BRD-A60414806; BRD-K49229349; BRD-K74793820; BRD-K82109576
CCCMDIPFDONFPS,4,BRD-K21699764; BRD-K27477764; BRD-K45429601; BRD-K88595392
UVWXPOHQQITWBC,4,BRD-K05858751; BRD-K06111933; BRD-K80494270; BRD-K95795676
XWXBNJNOOSAFDW,4,BRD-K03272554; BRD-K58350294; BRD-K65633533; BRD-K85950149
QUIMTGQEYLWUJB,4,BRD-K25538169; BRD-K48113764; BRD-K51858914; BRD-K61877191
DLNRXCNZCYEQJO,4,BRD-K07276035; BRD-K07508147; BRD-K73224765; BRD-K82750814
QSYXNOBPTNDWJS,4,BRD-K22416922; BRD-K29373549; BRD-K40813780; BRD-K80724940
WTXSGWSQTIWVGJ,4,BRD-K36961456; BRD-K74152472; BRD-K76351896; BRD-K94385551
XWWQXQSAOXPZDK,4,BRD-A18573497; BRD-A59046243; BRD-A91404865; BRD-A99702332
WTDKFZXRKKYFSG,4,BRD-K27188211; BRD-K33056518; BRD-K33906096; BRD-K73006286
IPPKAUYPGZFFKS,4,BRD-K03194608; BRD-K23543378; BRD-K43498025; BRD-K96285502
QSBPACLFOOFXHF,4,BRD-K11721480; BRD-K27263987; BRD-K32782699; BRD-K58227367
FQKXBUVFPMCKHZ,4,BRD-K24698610; BRD-K43533284; BRD-K58869442; BRD-K99369826
OFDCMTXAJHTHOC,4,BRD-K11852206; BRD-K26899819; BRD-K61048996; BRD-K70153099
IRGPAELJLNMAJN,4,BRD-K07360484; BRD-K44802959; BRD-K64273758; BRD-K93538891
MUHBBHLZPHKTTR,4,BRD-A34788695; BRD-A52997285; BRD-A78253580; BRD-A88208128
INJMWLLCIWTMDU,4,BRD-K36149853; BRD-K40318276; BRD-K62541003; BRD-K89687419
WSQGAZSPVHYFJA,4,BRD-K25608271; BRD-K27058632; BRD-K69918256; BRD-K91470977
QOGRSGMMWNTNNL,4,BRD-K28997108; BRD-K49525275; BRD-K60024977; BRD-K87592402
NCKJLHVNZDVZFX,4,BRD-K03852663; BRD-K06529600; BRD-K08881846; BRD-K14098658
DNWBFORDJWKZCR,4,BRD-K35224528; BRD-K62957477; BRD-K71225733; BRD-K89895693
NCAOWLICBBXJJW,4,BRD-K02927989; BRD-K09248459; BRD-K54212583; BRD-K80591672
NAOWZUCOFVWKRA,4,BRD-K17347940; BRD-K60056473; BRD-K81312543; BRD-K84568319
DNXHEGUUPJUMQT,4,BRD-A37959677; BRD-K15236393; BRD-K69743918; BRD-K81839095
UZCFPAZMYSFTCU,4,BRD-K26606423; BRD-K29911749; BRD-K44760520; BRD-K55578148
OBKJPIVUKOQMKX,4,BRD-K27837783; BRD-K51871563; BRD-K75265760; BRD-K97516320
NAQHKEYVSHPAHI,4,BRD-K30491662; BRD-K43431234; BRD-K45819372; BRD-K92955882
BPESNTJMOWBTKP,4,BRD-K45695360; BRD-K74554256; BRD-K84244541; BRD-K99839793
FVZAMJIWWLWJHV,4,BRD-K11913456; BRD-K35100006; BRD-K46384573; BRD-K62999057
UVZKFWVLTKDOOG,4,BRD-K23164928; BRD-K42877297; BRD-K54061956; BRD-K75023015
DKJIIKWCTXJSNY,4,BRD-K26481999; BRD-K27373956; BRD-K37262314; BRD-K38630090
OMPYFAIFRLVIFJ,4,BRD-K12749985; BRD-K38380337; BRD-K39438085; BRD-K73297432
IJAJYIACEINGRL,4,BRD-K19417837; BRD-K39911750; BRD-K40138205; BRD-K98168260
UZHSEJADLWPNLE,4,BRD-A23195370; BRD-A37541666; BRD-A70461345; BRD-K67511046
RPJFVTCWZHMVQZ,4,BRD-K21787157; BRD-K25989885; BRD-K52197325; BRD-K72692763
OKVDUKBBVHEMKE,4,BRD-K14436020; BRD-K45307499; BRD-K66655211; BRD-K94643104
QQTYRLGWWFXAQY,4,BRD-K40963786; BRD-K56775501; BRD-K82726072; BRD-K82963710
MQVNAEKMMMLYGK,4,BRD-K08011922; BRD-K15886574; BRD-K26694002; BRD-K66333474
BIVWTSHLSFNMQV,4,BRD-K01751906; BRD-K43025837; BRD-K60737413; BRD-K73919378
GIJXROWDOWXZEB,4,BRD-K06973013; BRD-K32605311; BRD-K58912123; BRD-K69672023
BOHOTNADZNISIN,4,BRD-K02781692; BRD-K32680124; BRD-K84671474; BRD-K87230984
BISFDMSYVJMUON,4,BRD-K64754843; BRD-K69021489; BRD-K80602561; BRD-K90417362
HVYAXUQBEQKNPC,4,BRD-K12343830; BRD-K17060750; BRD-K53931904; BRD-K74767736
NRCNVCSURWCEHF,4,BRD-K44624970; BRD-K65741216; BRD-K75388977; BRD-K82340687
ICBPOKCISFMJKJ,4,BRD-K19826330; BRD-K38865695; BRD-K41996639; BRD-K47036878
NNCUELMFBOQLAJ,4,BRD-K18390187; BRD-K43337737; BRD-K63764020; BRD-K96113587
QZYXNEJVPTWBHC,4,BRD-K00414849; BRD-K15426523; BRD-K20398543; BRD-K26117128
DGLFMVGGHBCJKX,4,BRD-K03406275; BRD-K13582094; BRD-K21898148; BRD-K36616116
GAGDVGIWPFJCDU,4,BRD-M00964333; BRD-M32778103; BRD-M45544666; BRD-M94512770
GBABOYUKABKIAF,4,BRD-K10916986; BRD-K69280563; BRD-K97514127; BRD-M30523314
RAIYMEHSZRPCGC,4,BRD-K04288183; BRD-K37249103; BRD-K73838803; BRD-K76786157
FYFMBGLCGCZKSP,4,BRD-K02256002; BRD-K32132728; BRD-K51970157; BRD-K94293016
DGNOTBMHYXHUKB,4,BRD-K48383713; BRD-K72738889; BRD-K78477072; BRD-K90008192
ZPDCCBMYJGFFFY,4,BRD-K37251488; BRD-K55308802; BRD-K58869323; BRD-K59523333
REQXYHQUJXPQQP,4,BRD-K15593941; BRD-K42605282; BRD-K51753035; BRD-K74227932
AHFPIWRBAUHSCU,4,BRD-K07839394; BRD-K16554464; BRD-K38737333; BRD-K40982265
KGLZMHKBWIWKBY,4,BRD-K07340176; BRD-K33943748; BRD-K51428159; BRD-K62177026
NKQAAYWFAXXNHR,4,BRD-K44833108; BRD-K80076202; BRD-K81469015; BRD-K87501901
NLEDZKFILNNVLY,4,BRD-K33171119; BRD-K84770655; BRD-K87026780; BRD-K96306575
NJEYAPCCJXRFPD,4,BRD-K16796151; BRD-K39260562; BRD-K39267498; BRD-K90939315
IBDAQUBWSFJDHC,4,BRD-K03559171; BRD-K06328518; BRD-K20429911; BRD-K73423421
ZTEKSXAQYWYLFD,4,BRD-K03546460; BRD-K41714444; BRD-K54332342; BRD-K81246784
JZJOOCXSIIDRTR,4,BRD-K15433418; BRD-K24711162; BRD-K42145213; BRD-K42455540
JZJDAFMFJLEAEU,4,BRD-K07073046; BRD-K35900085; BRD-K46028776; BRD-K83441480
AEUWGDSTZGKNSC,4,BRD-K38197770; BRD-K74470016; BRD-K90916892; BRD-K91279674
ZPGALQDMRVAORJ,4,BRD-K02691653; BRD-K20426211; BRD-K23435841; BRD-K39027348
ZMVMPHHWVOTKTD,4,BRD-M18345234; BRD-M69191681; BRD-M73564418; BRD-M95331451
VTMUWCMJICVSQX,4,BRD-K25420921; BRD-K39597586; BRD-K49111930; BRD-K69692345
PVYYJUYRHZFQFU,4,BRD-K27014041; BRD-K36290066; BRD-K40692824; BRD-K88307956
ZTXIXZGWFUPFTL,4,BRD-K23424219; BRD-K35789946; BRD-K55793776; BRD-K82335556
ACZHHJQQIHGUIJ,4,BRD-K05248013; BRD-K29655991; BRD-K45145114; BRD-K91269812
KGAZZJOVSJKWCZ,4,BRD-K01477275; BRD-K18381522; BRD-K90004840; BRD-K92912836
JXLYSJRDGCGARV,4,BRD-A55594068; BRD-A85648045; BRD-K01188359; BRD-K12515392
SVGNIWFXRRYTAB,4,BRD-K38627245; BRD-K43955935; BRD-K61285042; BRD-K85438393
PSRJUTPUZRNONK,4,BRD-K36467636; BRD-K46473681; BRD-K51998640; BRD-K74823284
PTEFBLKOTMQJFG,4,BRD-K23713813; BRD-K43634429; BRD-K63948704; BRD-K93368389
JXUIDYBNAPLZHZ,4,BRD-K16827660; BRD-K30437804; BRD-K69803214; BRD-K84449870
DWRDFVJCWRIGSC,4,BRD-K15188108; BRD-K44541805; BRD-K93295557; BRD-K95798815
URSPAAAIEYOBBQ,4,BRD-K48744855; BRD-K58407898; BRD-K75143842; BRD-K95147502
STECJAGHUSJQJN,4,BRD-A14566392; BRD-A62035778; BRD-A93048969; BRD-K89923877
STQGQHZAVUOBTE,4,BRD-A37630846; BRD-A68009927; BRD-K43389675; BRD-K91966436
PUSPJJJYURZHGK,4,BRD-K01096898; BRD-K13206026; BRD-K14251637; BRD-K19036695
KDZDGXJIHOWGHH,4,BRD-K59164282; BRD-K62423074; BRD-K74475430; BRD-K78160230
ZYQPXGZEYFFOJA,4,BRD-K24011082; BRD-K54711075; BRD-K61635139; BRD-K96535153
ZXOCSHLRVHMIRD,4,BRD-K24002047; BRD-K25304254; BRD-K46936109; BRD-K95521279
ZXBXKIUDJVVQDV,4,BRD-K04476933; BRD-K11672081; BRD-K34544769; BRD-K56243496
KDGAGFWVUZIURT,4,BRD-K31373683; BRD-K39446093; BRD-K72452617; BRD-K80033497
KDLRVYVGXIQJDK,4,BRD-A23034328; BRD-A43673346; BRD-A52252998; BRD-K23586533
VUMKAXCAFCSXAP,4,BRD-K15466057; BRD-K31765411; BRD-K51975159; BRD-K56505861
FZSLNURVQGYNPU,4,BRD-K12263461; BRD-K49739160; BRD-K50696746; BRD-K90734139
SSAZKPRPAYUHJV,4,BRD-K06902141; BRD-K15014572; BRD-K53373965; BRD-K79035462
BKTNQFPVSPQVST,4,BRD-K25031586; BRD-K29125789; BRD-K60828552; BRD-K89960860
RFSVTUPSJXWLCE,4,BRD-K08377525; BRD-K56328447; BRD-K90305015; BRD-K92754298
XOPHINQZQCNQKH,4,BRD-K19593593; BRD-K41215666; BRD-K46017924; BRD-K49383373
QWGDRFXXSCWPEX,4,BRD-K39151995; BRD-K42470309; BRD-K49736551; BRD-K79609340
HUUYFVWWRMTXKP,4,BRD-K02681754; BRD-K29408413; BRD-K49908787; BRD-K92974694
UXOYYOHZEHALJU,4,BRD-K19011391; BRD-K22420960; BRD-K24538875; BRD-K74611044
BUJNRAADAGIHRJ,4,BRD-K27417269; BRD-K36517203; BRD-K43992612; BRD-K92202681
OBZHEBDUNPOCJG,4,BRD-A25216804; BRD-A98702003; BRD-K12765235; BRD-K21955335
XOTYHNIEAMYTDW,4,BRD-K04181823; BRD-K11420482; BRD-K13225050; BRD-K75783424
BOKKRFULVUTARF,4,BRD-K24338558; BRD-K61655210; BRD-K77631079; BRD-K90982895
USUNOONMJLZZRB,4,BRD-K05351800; BRD-K09054764; BRD-K37495811; BRD-K52675185
FZJHIVUYMAQMIZ,4,BRD-K08351986; BRD-K38914331; BRD-K52071480; BRD-K87341885
DEERBQNZFWMEPS,4,BRD-K18412690; BRD-K31183432; BRD-K39032190; BRD-K47681666
FVYMDQNVOKPIEP,4,BRD-K18722825; BRD-K47014407; BRD-K53577657; BRD-K82374143
RIHXBZGHHXCGPP,4,BRD-K05229696; BRD-K12682252; BRD-K29555302; BRD-K53839527
RJOUIUOITMHMDJ,4,BRD-K05387676; BRD-K21159035; BRD-K22166546; BRD-K74452256
FWARPLPHHGVTHJ,4,BRD-K01570637; BRD-K12395425; BRD-K25300451; BRD-K97024014
UKUOOPJHBIFQIE,4,BRD-K06614049; BRD-K19308316; BRD-K44218307; BRD-K57883133
DJGMPCRJWDHKNS,4,BRD-K05639721; BRD-K24306712; BRD-K44564943; BRD-K73451477
OCTPJBYCZHYWPY,4,BRD-K14199536; BRD-K36203049; BRD-K69869536; BRD-K93885794
IMBONEHMXAVFKI,4,BRD-K10225413; BRD-K23784811; BRD-K25042903; BRD-K75117691
IMSSROKUHAOUJS,4,BRD-A14798026; BRD-K10481964; BRD-K31920458; BRD-K92042497
MWKSBEGZIHONLC,4,BRD-K44452237; BRD-K48752687; BRD-K55507662; BRD-K98225498
UXXSKSIMPYZVFE,4,BRD-K20902354; BRD-K28513058; BRD-K34231294; BRD-K52189832
IFRWHSKAJVBXTO,4,BRD-K06873288; BRD-K19579217; BRD-K24070365; BRD-K66605600
UMCOQTBLKYTTJM,4,BRD-K27141795; BRD-K61181530; BRD-K62153980; BRD-K89148860
RDRBRKCLJGPFFZ,4,BRD-K02823077; BRD-K29150200; BRD-K29182094; BRD-K80247389
NGLDGHULOYFZMR,4,BRD-K14196440; BRD-K15384215; BRD-K58606467; BRD-K79746073
UNFXJBAXVUFMAS,4,BRD-K36368568; BRD-K45762887; BRD-K47083242; BRD-K71817857
DIEPUCPGCIJAKU,4,BRD-K65750468; BRD-K83577967; BRD-K87801302; BRD-K92800455
