parent_inchikey,n_brd_ids,brd_ids
XYJNBNRQTGEDGH,8,BRD-K08123827; BRD-K19729690; BRD-K25436320; BRD-K39880131; BRD-K46707574; BRD-K55666799; BRD-K81313903; BRD-K82504171
IPCOCSCQFWJAQB,8,BRD-K04036799; BRD-K27476515; BRD-K43611837; BRD-K44007425; BRD-K69922285; BRD-K75626008; BRD-K77697725; BRD-K97236134
UPIUFFQPNYDCFX,8,BRD-K13567350; BRD-K33179234; BRD-K42480393; BRD-K51654114; BRD-K59535072; BRD-K92344227; BRD-K96491043; BRD-K99530482
UPMRBEOCYVNRMT,8,BRD-K23669327; BRD-K30358777; BRD-K36003376; BRD-K41814083; BRD-K46942548; BRD-K57045425; BRD-K73183447; BRD-K96981233
UREBDLICKHMUKA,8,BRD-A02180903; BRD-A10188456; BRD-A35108200; BRD-A69951442; BRD-K00835182; BRD-K38775274; BRD-K39188321; BRD-K45192137
UQAGOAYYXRCKNS,8,BRD-K02813113; BRD-K22002407; BRD-K30613842; BRD-K59248941; BRD-K72739597; BRD-K73809982; BRD-K77093925; BRD-K97972197
USKATFAIQYPQIB,8,BRD-K01558205; BRD-K04696500; BRD-K24387065; BRD-K36961201; BRD-K37795187; BRD-K61242732; BRD-K71169857; BRD-K81631939
QXXUXEAVRGHKMM,8,BRD-K10301055; BRD-K13817284; BRD-K19603900; BRD-K38403252; BRD-K39499927; BRD-K49507197; BRD-K53552465; BRD-K81181894
QYOWCAGNJDGPGP,8,BRD-K08519668; BRD-K16370162; BRD-K17492515; BRD-K40988761; BRD-K46496627; BRD-K52572235; BRD-K86071888; BRD-K99487580
MKIQWJGRPCGZSV,8,BRD-K03222452; BRD-K43851624; BRD-K44787412; BRD-K46965430; BRD-K47303556; BRD-K48710616; BRD-K61881697; BRD-K66775134
GAKFIKLLFOVZGV,8,BRD-K13059597; BRD-K14261052; BRD-K17450769; BRD-K32799329; BRD-K38493380; BRD-K66689236; BRD-K69696272; BRD-K99339232
RBGWWDWZZPGPAM,8,BRD-K12912249; BRD-K14631382; BRD-K18407079; BRD-K51349050; BRD-K75155876; BRD-K84129690; BRD-K95270854; BRD-K99536035
RAMPQQLLROWEJQ,8,BRD-K05002317; BRD-K20009653; BRD-K23553911; BRD-K36237864; BRD-K47217000; BRD-K48389907; BRD-K55679243; BRD-K60661821
RBLWVJQIFCDULU,8,BRD-K06296167; BRD-K11143221; BRD-K57388326; BRD-K64221857; BRD-K78311779; BRD-K84593875; BRD-K94440323; BRD-K99277076
UPQGSBDKNNCSHF,8,BRD-K12163240; BRD-K14161261; BRD-K23992348; BRD-K35689168; BRD-K57461880; BRD-K59524902; BRD-K75460409; BRD-K78118043
ITUDOLAPOXZKHG,8,BRD-K18321170; BRD-K47078472; BRD-K63921140; BRD-K78074929; BRD-K81545342; BRD-K83426111; BRD-K93369639; BRD-K99136192
IUSZJOKEOVUDOA,8,BRD-K07020505; BRD-K23727664; BRD-K23901007; BRD-K28709114; BRD-K61960033; BRD-K73196232; BRD-K74257705; BRD-K79828436
YGJZTJCUYCBWQH,8,BRD-K00119817; BRD-K03770502; BRD-K22691925; BRD-K31883641; BRD-K54639145; BRD-K71944937; BRD-K77990919; BRD-K93716900
YFRMSEXFMHDWES,8,BRD-K01971712; BRD-K28883735; BRD-K42142217; BRD-K45375659; BRD-K50186544; BRD-K54179080; BRD-K55561254; BRD-K80686274
YJKUDHPPBXQQCK,8,BRD-K12888055; BRD-K23688566; BRD-K33668351; BRD-K60703313; BRD-K63376220; BRD-K63671514; BRD-K71531260; BRD-K72347310
MBWHXZFHLNKYMT,8,BRD-K17883815; BRD-K20342961; BRD-K20950855; BRD-K56553629; BRD-K60759206; BRD-K62689646; BRD-K70875408; BRD-K84336022
MBYSPZBDJUJKKO,8,BRD-K00117639; BRD-K01605959; BRD-K06397242; BRD-K13028566; BRD-K34094942; BRD-K46849403; BRD-K65715788; BRD-K89941546
MAZJZTZSELFTOO,8,BRD-K12405591; BRD-K17839088; BRD-K24427624; BRD-K40034561; BRD-K55743249; BRD-K73522157; BRD-K88842895; BRD-K95608631
IXKFMJFBYVYICU,8,BRD-K35470597; BRD-K43601041; BRD-K44867089; BRD-K47366586; BRD-K47691029; BRD-K53359544; BRD-K66640841; BRD-K94726713
IXCMNLOSFSWDKI,8,BRD-K15619703; BRD-K20093888; BRD-K30079954; BRD-K31955163; BRD-K34055449; BRD-K59475561; BRD-K69349639; BRD-K77644960
BGYIYMFDHNUKRK,8,BRD-K20271299; BRD-K24512597; BRD-K27723822; BRD-K46308702; BRD-K54463500; BRD-K67931592; BRD-K83892314; BRD-K90693562
BGKHIKCFNCIYGU,8,BRD-K14567490; BRD-K18074484; BRD-K19973268; BRD-K48813201; BRD-K71339292; BRD-K76100122; BRD-K84277608; BRD-K95385525
YBQMRNJYNXSOKR,8,BRD-K15849229; BRD-K23491633; BRD-K29946624; BRD-K30478013; BRD-K35231228; BRD-K51848823; BRD-K65598823; BRD-K90108396
MIBYCFWLJSOUAV,8,BRD-K16525290; BRD-K17133642; BRD-K18235559; BRD-K28357534; BRD-K59821747; BRD-K75168124; BRD-K86961579; BRD-K96596828
IVGXTVZUVQFGHY,8,BRD-K02246294; BRD-K21416096; BRD-K28926538; BRD-K48749255; BRD-K70468140; BRD-K71491645; BRD-K88836117; BRD-K94657740
RCCDRCNDPSXTFI,8,BRD-K01615696; BRD-K19652287; BRD-K23614490; BRD-K40685792; BRD-K44126416; BRD-K80225716; BRD-K80779045; BRD-K82805160
MKFDRGBJPDLEFY,8,BRD-K01334037; BRD-K12624449; BRD-K15714104; BRD-K26291134; BRD-K28034484; BRD-K61687409; BRD-K62309791; BRD-K90313630
BFDDYBZFCVNWOI,8,BRD-K02060635; BRD-K04546974; BRD-K23670243; BRD-K59095205; BRD-K73579545; BRD-K80198069; BRD-K81932943; BRD-K96547094
BEWGTMHICYCEOA,8,BRD-K02876750; BRD-K04371509; BRD-K34869284; BRD-K51201721; BRD-K51368089; BRD-K65766198; BRD-K84832762; BRD-K96707093
YBZIDMTZSSULOY,8,BRD-K20119687; BRD-K31786211; BRD-K33575007; BRD-K51791261; BRD-K52654243; BRD-K53255530; BRD-K57082361; BRD-K59730983
YCBIAWRDDHRJGU,8,BRD-K06042430; BRD-K10287595; BRD-K27728416; BRD-K38263412; BRD-K39332692; BRD-K51234905; BRD-K69054398; BRD-K82957261
YCMWBXHYJYTYML,8,BRD-K01409647; BRD-K17854785; BRD-K47033137; BRD-K57556784; BRD-K59606716; BRD-K63158888; BRD-K64062072; BRD-K77320816
MJQDMCPXEXXQJL,8,BRD-K24506271; BRD-K56603522; BRD-K59472190; BRD-K59746807; BRD-K70068422; BRD-K76571344; BRD-K86078446; BRD-K92096002
MKOAEKBYEUHALQ,8,BRD-K00797068; BRD-K01045229; BRD-K13697445; BRD-K16919185; BRD-K47410882; BRD-K69715817; BRD-K69960043; BRD-K90686530
FYUSSFRUYFLLAK,8,BRD-K22010555; BRD-K32894756; BRD-K36014883; BRD-K41190238; BRD-K45147071; BRD-K57490754; BRD-K64478813; BRD-K97327508
FZGPYLHWXNIREJ,8,BRD-K32816753; BRD-K44436874; BRD-K56961909; BRD-K57179401; BRD-K64831080; BRD-K68670732; BRD-K70018966; BRD-K95400509
UMDIUEAUIUREDG,8,BRD-K14163107; BRD-K26079895; BRD-K51446586; BRD-K76713927; BRD-K88997070; BRD-K92513859; BRD-K97777287; BRD-K97962579
UMFBOOTUKJSJFJ,8,BRD-K12302379; BRD-K29834132; BRD-K36062164; BRD-K63923428; BRD-K81202141; BRD-K83785854; BRD-K83845832; BRD-K87988402
ULTMRAJJWBMPBO,8,BRD-K00557942; BRD-K24599650; BRD-K31805261; BRD-K53581215; BRD-K54351101; BRD-K62369921; BRD-K65887908; BRD-K79887735
ISYSKPLJKWXOBQ,8,BRD-K01222707; BRD-K24263752; BRD-K25177502; BRD-K40210962; BRD-K49628278; BRD-K79829201; BRD-K81779733; BRD-K82968105
BHEWHBNGLCOXBN,8,BRD-K06576075; BRD-K16306049; BRD-K18187596; BRD-K19876534; BRD-K35860134; BRD-K40045948; BRD-K57345537; BRD-K75627148
MINIXHYBIVPWCS,8,BRD-K20846358; BRD-K60161601; BRD-K64039518; BRD-K73899643; BRD-K76518272; BRD-K78088874; BRD-K82082713; BRD-K98465548
GERXZWRQFCUSQI,8,BRD-K10698156; BRD-K13782363; BRD-K16257584; BRD-K31462164; BRD-K56415410; BRD-K62892366; BRD-K77663497; BRD-K86039224
GELVUGAWQDMXAC,8,BRD-K12612468; BRD-K18452866; BRD-K45343543; BRD-K45472595; BRD-K73391462; BRD-K82176364; BRD-K98432726; BRD-K98976117
UVJMALWFIRFJAR,8,BRD-K14413722; BRD-K17181267; BRD-K45496021; BRD-K49595590; BRD-K61782241; BRD-K80232076; BRD-K82814298; BRD-K98909007
UXNIMKIHWHNNEY,8,BRD-K08715020; BRD-K12524155; BRD-K13859368; BRD-K49051633; BRD-K49584388; BRD-K76976010; BRD-K87158974; BRD-K93283197
UWAUWNPQHFTMFN,8,BRD-K08647020; BRD-K21180458; BRD-K29061997; BRD-K31483891; BRD-K43789905; BRD-K48102350; BRD-K66408914; BRD-K94205659
XSAFYGBYABXFOO,8,BRD-K31187110; BRD-K33407589; BRD-K42671829; BRD-K42790744; BRD-K51106827; BRD-K54834493; BRD-K84128738; BRD-K96390133
XRXVGTRBMNTJPS,8,BRD-K21771449; BRD-K23620459; BRD-K40918107; BRD-K41389177; BRD-K43145106; BRD-K78438852; BRD-K84210390; BRD-K86914375
XRFBPINVKMLPSW,8,BRD-K06295532; BRD-K07208716; BRD-K30234379; BRD-K32271530; BRD-K46663433; BRD-K47499097; BRD-K69805180; BRD-K83435763
MSXVOGFBDSGFQQ,8,BRD-K23857235; BRD-K62188824; BRD-K68558540; BRD-K68618894; BRD-K68732617; BRD-K73792260; BRD-K80414383; BRD-K92700781
IOGMTQBPALZMTJ,8,BRD-K03679890; BRD-K10388622; BRD-K35131740; BRD-K50572265; BRD-K57027181; BRD-K78128989; BRD-K87377799; BRD-K95880052
DEKGAOOYVBFWKT,8,BRD-K20994897; BRD-K23393992; BRD-K31757099; BRD-K39422601; BRD-K45043387; BRD-K52006320; BRD-K55864253; BRD-K73062881
IMTXHMNNEPVREU,8,BRD-K16506419; BRD-K21179706; BRD-K53923842; BRD-K64630692; BRD-K64939621; BRD-K75381775; BRD-K80843514; BRD-K92942746
IMWIUMROKHVEKK,8,BRD-K06355852; BRD-K09337184; BRD-K10435664; BRD-K27610371; BRD-K45037973; BRD-K53717076; BRD-K89320330; BRD-K91998226
BJJOMMAJAORXGV,8,BRD-K02473319; BRD-K04378630; BRD-K16754572; BRD-K21059010; BRD-K22193148; BRD-K29183384; BRD-K29525414; BRD-K36003516
URVFCIGKBRHLNA,8,BRD-K12970833; BRD-K27299383; BRD-K52904986; BRD-K53507509; BRD-K66184091; BRD-K67661368; BRD-K85528826; BRD-K90208654
IOAZXSSJEHBWSP,8,BRD-K13761649; BRD-K44833533; BRD-K49999779; BRD-K54769228; BRD-K64823749; BRD-K72685049; BRD-K74245698; BRD-K86208187
BLVPPUGYXWKWFY,8,BRD-K04261044; BRD-K11518623; BRD-K18754288; BRD-K43690686; BRD-K61391179; BRD-K70054078; BRD-K84570482; BRD-K94346523
BLKNSIVDUMMEFS,8,BRD-K00620786; BRD-K01577807; BRD-K13119652; BRD-K35587518; BRD-K54066059; BRD-K70924576; BRD-K83115645; BRD-K97421379
GCPZFZZKEDFKSA,8,BRD-K03958946; BRD-K22325899; BRD-K26957826; BRD-K43714340; BRD-K59174091; BRD-K62047982; BRD-K75636715; BRD-K95500387
USSZBVMKFITLQI,8,BRD-K04116560; BRD-K32370845; BRD-K62800316; BRD-K69294714; BRD-K77591784; BRD-K78262424; BRD-K85907501; BRD-K94452277
QUVWWXZLNVGVGD,8,BRD-K09641927; BRD-K29924325; BRD-K31900068; BRD-K43057855; BRD-K49623506; BRD-K63366453; BRD-K82825326; BRD-K84103449
QWCXAENNPFGWBU,8,BRD-K02117849; BRD-K14159335; BRD-K34431359; BRD-K49417484; BRD-K64864583; BRD-K80408402; BRD-K82071478; BRD-K99115033
IMSLJZJFFZYXRC,8,BRD-K00048155; BRD-K02844551; BRD-K03305572; BRD-K13898728; BRD-K48029682; BRD-K52310606; BRD-K81888673; BRD-K96627018
IMMALVOVYMCCKV,8,BRD-K02732091; BRD-K06794322; BRD-K08002976; BRD-K23770948; BRD-K36261261; BRD-K64860117; BRD-K77265816; BRD-K94521200
ILXKPNUBZXTBRO,8,BRD-K18128277; BRD-K28596340; BRD-K32949071; BRD-K44797874; BRD-K56895780; BRD-K86232678; BRD-K89805365; BRD-K94273044
MYLZFEJTJGFFCG,8,BRD-K04380254; BRD-K18976419; BRD-K24885102; BRD-K38087837; BRD-K40623364; BRD-K48863671; BRD-K69295800; BRD-K88822846
GFIPGJIGSRXJBU,8,BRD-K01326303; BRD-K23396987; BRD-K62836687; BRD-K69845975; BRD-K81543190; BRD-K86979665; BRD-K90830329; BRD-K96634415
GGYLTZASASDOIP,8,BRD-K26024910; BRD-K28391526; BRD-K40112492; BRD-K45723655; BRD-K46985581; BRD-K48519079; BRD-K93534327; BRD-K97122937
GFTMAWDXPFZQQI,8,BRD-K00502422; BRD-K13673853; BRD-K58576935; BRD-K59294904; BRD-K62263376; BRD-K72794452; BRD-K73202406; BRD-K85865817
UYZCTKNUILRIOW,8,BRD-K03876750; BRD-K04680237; BRD-K22886798; BRD-K33012050; BRD-K34407245; BRD-K35957449; BRD-K46206861; BRD-K74370838
XRZWMSINEDMJNA,8,BRD-K00020149; BRD-K05223209; BRD-K09367542; BRD-K12886565; BRD-K51050934; BRD-K53274037; BRD-K87146261; BRD-K96382853
USGDOGGJJOICMT,8,BRD-K11062991; BRD-K13860832; BRD-K14471942; BRD-K45711268; BRD-K63798874; BRD-K68664718; BRD-K80171496; BRD-K96269157
QXJDCVBLBQBSAR,8,BRD-K01162126; BRD-K03421365; BRD-K09131889; BRD-K38929571; BRD-K55392659; BRD-K70154746; BRD-K85168571; BRD-K94777797
UTTUQCGEIXLGEI,8,BRD-K03235359; BRD-K15752270; BRD-K20433775; BRD-K28460793; BRD-K47261397; BRD-K51583960; BRD-K80496944; BRD-K83826027
UUBPIIFPPMSEHX,8,BRD-K05418735; BRD-K08468228; BRD-K18447917; BRD-K36446940; BRD-K37290471; BRD-K46416377; BRD-K67662618; BRD-K97508452
UTNFYOAWBFBPFR,8,BRD-K28314528; BRD-K50603336; BRD-K64165176; BRD-K68149575; BRD-K82506716; BRD-K85546819; BRD-K87447060; BRD-K96779993
DFIFSWMEHHNDQD,8,BRD-K06806702; BRD-K13653700; BRD-K15684061; BRD-K33960497; BRD-K54595160; BRD-K57756744; BRD-K64930281; BRD-K94789179
UVPONYOZSFJNDG,8,BRD-K10501200; BRD-K16075454; BRD-K19084671; BRD-K33666425; BRD-K50938873; BRD-K52012504; BRD-K62299351; BRD-K85774994
QWIQMHSQTXUQBK,8,BRD-K01987080; BRD-K03203188; BRD-K29792001; BRD-K37262906; BRD-K61158263; BRD-K89409550; BRD-K93138145; BRD-K98995789
QXBLKCOAOVMUQM,8,BRD-K01876557; BRD-K02612980; BRD-K37081092; BRD-K45231869; BRD-K48864953; BRD-K63616423; BRD-K67197636; BRD-K94435288
XVJRXGRWNAMAGP,8,BRD-K12497208; BRD-K21285405; BRD-K22482035; BRD-K39245862; BRD-K52540534; BRD-K54628954; BRD-K57627685; BRD-K90294313
XVANEVHAXZLZTM,8,BRD-K02827191; BRD-K08212599; BRD-K13402127; BRD-K27888332; BRD-K53192330; BRD-K60238606; BRD-K67626097; BRD-K98793503
YALXHXGZPIMCNA,8,BRD-K16251850; BRD-K20745677; BRD-K34117117; BRD-K41993678; BRD-K42486632; BRD-K50157358; BRD-K58844095; BRD-K67353973
BJYPLSOQEPUFOR,8,BRD-K02066524; BRD-K02269304; BRD-K11577431; BRD-K12226398; BRD-K20714346; BRD-K30992744; BRD-K37721603; BRD-K50216418
XTMFCURZJJHNFP,8,BRD-K03669312; BRD-K04229162; BRD-K07100440; BRD-K09458434; BRD-K43703651; BRD-K47752932; BRD-K55875111; BRD-K94029810
DFSRPXMSRAMRJF,8,BRD-K04695511; BRD-K16705729; BRD-K17889110; BRD-K25718133; BRD-K26704304; BRD-K43316594; BRD-K47062996; BRD-K86964464
MRUYUJCJGOFQDV,8,BRD-K17289060; BRD-K17666351; BRD-K20272026; BRD-K37933621; BRD-K79004751; BRD-K81699431; BRD-K88560304; BRD-K91535031
DFZXWWYSPBEGFY,8,BRD-K00270349; BRD-K09033315; BRD-K20824632; BRD-K25708438; BRD-K30365815; BRD-K50112803; BRD-K51164721; BRD-K94616516
INJNPRWYOQJIJD,8,BRD-K02409808; BRD-K34019494; BRD-K34549246; BRD-K44205194; BRD-K55331619; BRD-K80514140; BRD-K81288057; BRD-K94690761
INOAIBAAQYWPCB,8,BRD-K07351191; BRD-K32037893; BRD-K36074653; BRD-K37015376; BRD-K47707657; BRD-K53720386; BRD-K67120755; BRD-K85235446
BHMAENWMFITTIK,8,BRD-K01749472; BRD-K09017160; BRD-K12328371; BRD-K23204256; BRD-K30962012; BRD-K35124958; BRD-K39224209; BRD-K77060313
BHRCWANBCSKYFS,8,BRD-K08173649; BRD-K13539834; BRD-K29063218; BRD-K29452018; BRD-K44029853; BRD-K61649900; BRD-K62130095; BRD-K75395214
XVGJFJFVLUTQTK,8,BRD-K08982277; BRD-K63155804; BRD-K67533212; BRD-K69569958; BRD-K70093308; BRD-K75807957; BRD-K81669067; BRD-K85392247
XSWCXHAXMDYWQG,8,BRD-K07526417; BRD-K13715646; BRD-K22679163; BRD-K34423419; BRD-K63583636; BRD-K70042405; BRD-K84788922; BRD-K85775326
XSSRKRLNCLGOQF,8,BRD-K30151357; BRD-K35930698; BRD-K60624482; BRD-K62820230; BRD-K67555693; BRD-K76732672; BRD-K82993704; BRD-K86059888
IQZRHVPMCXNVFS,8,BRD-K00113100; BRD-K03601317; BRD-K10578928; BRD-K13983359; BRD-K16724492; BRD-K46065939; BRD-K62734359; BRD-K79437423
IQLGILJFFYEPBE,8,BRD-K12882397; BRD-K20089037; BRD-K23674983; BRD-K24196267; BRD-K61404768; BRD-K67786373; BRD-K78954318; BRD-K93744771
MNYFKSZVIZZWBR,8,BRD-K29953802; BRD-K41430135; BRD-K44699604; BRD-K60636255; BRD-K70821391; BRD-K74553461; BRD-K86780816; BRD-K97194666
MNWVVWQDNRNIMM,8,BRD-K12091863; BRD-K25125608; BRD-K65409714; BRD-K78976513; BRD-K79367755; BRD-K81121951; BRD-K83631404; BRD-K86023266
ADKYEMYUARXISC,8,BRD-K05025838; BRD-K13807179; BRD-K16466792; BRD-K28582709; BRD-K45431864; BRD-K85724483; BRD-K87865140; BRD-K97993646
IPGCYDACBMVSLM,8,BRD-K01554997; BRD-K06698399; BRD-K16312305; BRD-K41709602; BRD-K43205312; BRD-K55393423; BRD-K70380532; BRD-K94685203
MSNHHRRUCLPTHC,8,BRD-K08039553; BRD-K13002201; BRD-K22668950; BRD-K43249401; BRD-K63366817; BRD-K67328514; BRD-K70765133; BRD-K94317551
DFXXWLCMZUFDSQ,8,BRD-K13774281; BRD-K39827602; BRD-K47443018; BRD-K53107914; BRD-K53295358; BRD-K62450654; BRD-K79793579; BRD-K95582125
LTPPVAHCAPZBBO,8,BRD-K18533094; BRD-K20075074; BRD-K39900129; BRD-K45956042; BRD-K60863614; BRD-K68718973; BRD-K73096789; BRD-K84705102
LTXUUMGQLHONAZ,8,BRD-K03730976; BRD-K36557327; BRD-K40361885; BRD-K57228212; BRD-K64132098; BRD-K73500518; BRD-K74641261; BRD-K94903598
AWBBMFXXCINDIY,8,BRD-K01463627; BRD-K20806007; BRD-K34666250; BRD-K43782664; BRD-K56634255; BRD-K60527064; BRD-K86872145; BRD-K92967681
LRDWIZFOJOHHOT,8,BRD-K02897131; BRD-K11868205; BRD-K23191900; BRD-K33368320; BRD-K37344040; BRD-K59404663; BRD-K63531989; BRD-K90873269
LQLAETCVZWZFIB,8,BRD-K00542622; BRD-K08300592; BRD-K10288935; BRD-K15968719; BRD-K27008344; BRD-K39584933; BRD-K43911180; BRD-K91297952
LQAOJDLPUWWIJF,8,BRD-K05992469; BRD-K29242326; BRD-K34839838; BRD-K52657580; BRD-K52665916; BRD-K60267900; BRD-K70558130; BRD-K88812688
FQDNKYOBJJPTQR,8,BRD-K05581223; BRD-K12012973; BRD-K39379309; BRD-K70751797; BRD-K74162965; BRD-K85721574; BRD-K88022263; BRD-K89304341
FOYMHNRGVNUWHD,8,BRD-K26431593; BRD-K31526203; BRD-K47694606; BRD-K72194126; BRD-K73608149; BRD-K89537738; BRD-K94913508; BRD-K96416345
RQEGAPRBBMLFLJ,8,BRD-K34519170; BRD-K39962926; BRD-K58607444; BRD-K67403750; BRD-K71537757; BRD-K73387470; BRD-K73780763; BRD-K90359063
AXSMPGQCOGKKGU,8,BRD-K06296238; BRD-K08353229; BRD-K21579116; BRD-K30301272; BRD-K32475622; BRD-K57502201; BRD-K87939000; BRD-K93942001
BAJOMULNWMTCGT,8,BRD-K02492147; BRD-K20121890; BRD-K20342806; BRD-K26127000; BRD-K59598504; BRD-K74830065; BRD-K97045804; BRD-K98814272
BAFUBLVGEUEBCN,8,BRD-K18255961; BRD-K24243182; BRD-K54647312; BRD-K54877231; BRD-K58781576; BRD-K62415056; BRD-K78298277; BRD-K86300178
YNLPQPKWJFYZTR,8,BRD-K02655584; BRD-K11976754; BRD-K27918075; BRD-K37815632; BRD-K44245916; BRD-K68876477; BRD-K76547245; BRD-K79064458
RQHYYUNNBVLCKA,8,BRD-K39561037; BRD-K55288106; BRD-K60850440; BRD-K76252019; BRD-K86449639; BRD-K91652715; BRD-K93594354; BRD-K96747266
MGIGDAYWWJNGIV,8,BRD-K33689641; BRD-K45013233; BRD-K54111001; BRD-K58088649; BRD-K59922784; BRD-K72934042; BRD-K82968130; BRD-K84990603
UEIQSFPBDLFQGU,8,BRD-K33616265; BRD-K34462945; BRD-K48047846; BRD-K57950796; BRD-K72118202; BRD-K90132168; BRD-K96663038; BRD-K99169187
UEIRNIQKIBOUIF,8,BRD-K22065094; BRD-K33768761; BRD-K41790019; BRD-K55300135; BRD-K60865324; BRD-K63757709; BRD-K71004332; BRD-K78223464
UFPGTWMRZCUHBI,8,BRD-K05686172; BRD-K25344230; BRD-K26652457; BRD-K29438074; BRD-K35615823; BRD-K66599765; BRD-K71216533; BRD-K77703574
UFBMXAGIJLNIBJ,8,BRD-K01312966; BRD-K09989112; BRD-K25257305; BRD-K41899231; BRD-K58601216; BRD-K82379643; BRD-K93203589; BRD-K97255584
RPTGGNGSRVNLFR,8,BRD-K07778122; BRD-K14471579; BRD-K14697199; BRD-K30275524; BRD-K45889441; BRD-K46943684; BRD-K76764002; BRD-K99536165
JFCILRCMDYZKAM,8,BRD-K13488816; BRD-K22668106; BRD-K33257311; BRD-K42769174; BRD-K53619784; BRD-K72997741; BRD-K83934572; BRD-K86630280
RQAOUBOGQGVTCU,8,BRD-K00172657; BRD-K09584219; BRD-K15690570; BRD-K16117792; BRD-K31815095; BRD-K34684441; BRD-K83873778; BRD-K88279116
RREKHFLFIWGNNG,8,BRD-K03210181; BRD-K08668362; BRD-K11833731; BRD-K18001731; BRD-K45098285; BRD-K65504774; BRD-K86800060; BRD-K92925409
RQWMQWHENJCHFR,8,BRD-K34363290; BRD-K36289461; BRD-K51197994; BRD-K58134288; BRD-K63733272; BRD-K64825005; BRD-K65203256; BRD-K89063992
RSLDQNPUEWIABH,8,BRD-K37803976; BRD-K40126748; BRD-K57075511; BRD-K61486072; BRD-K81654062; BRD-K81732150; BRD-K83155387; BRD-K91671568
DMROSRCUXVWXJU,8,BRD-K08154407; BRD-K30853940; BRD-K33770771; BRD-K45860594; BRD-K47541706; BRD-K63921431; BRD-K64215924; BRD-K89501960
UGRHUCUWEJLITN,8,BRD-K22215387; BRD-K30571172; BRD-K37684537; BRD-K58539957; BRD-K64120525; BRD-K66378473; BRD-K67673602; BRD-K84715825
DMKXNQOLMYQXCN,8,BRD-K15778794; BRD-K22676415; BRD-K24550549; BRD-K28851694; BRD-K43820987; BRD-K59830209; BRD-K77100270; BRD-K78761249
YMXRISRBAYOBDY,8,BRD-K05041765; BRD-K09160804; BRD-K21743103; BRD-K49656278; BRD-K52094743; BRD-K56691168; BRD-K65987370; BRD-K94521090
LWPDCVYPXSZOFH,8,BRD-K39236054; BRD-K59611835; BRD-K61496587; BRD-K64700664; BRD-K72785431; BRD-K89379568; BRD-K94924347; BRD-K95647562
FQANFRRZYSNNGV,8,BRD-K01651394; BRD-K04798077; BRD-K08110534; BRD-K29974036; BRD-K44387261; BRD-K47203692; BRD-K53350977; BRD-K83712984
LMEKMJWGWXFVOU,8,BRD-K03286808; BRD-K35441510; BRD-K39824708; BRD-K63761383; BRD-K71141540; BRD-K76997656; BRD-K78931693; BRD-K96389533
LOALBDSDXWHRAT,8,BRD-K00446585; BRD-K00973124; BRD-K13229082; BRD-K26127722; BRD-K54922310; BRD-K69718434; BRD-K77237686; BRD-K96768352
LNDCJTLPGUEJLJ,8,BRD-K12067499; BRD-K33685212; BRD-K40155511; BRD-K44339679; BRD-K63851915; BRD-K79149684; BRD-K89000385; BRD-K93662714
LOPBZILAZMWERO,8,BRD-K14302652; BRD-K20197338; BRD-K42677417; BRD-K54546524; BRD-K58560613; BRD-K80169513; BRD-K89958315; BRD-K95154332
LPRUTVLBIHKZIS,8,BRD-K07493900; BRD-K11401851; BRD-K30361687; BRD-K52887203; BRD-K61202234; BRD-K70868165; BRD-K75467206; BRD-K88973556
LPUMVFGYOYFXDR,8,BRD-K04025047; BRD-K15377376; BRD-K26862321; BRD-K33909884; BRD-K35400569; BRD-K59867372; BRD-K86619642; BRD-K97196700
JDHDHCLBKAEOSQ,8,BRD-K11454759; BRD-K27948561; BRD-K33799929; BRD-K36970122; BRD-K56916068; BRD-K84497718; BRD-K97630236; BRD-K99927461
JDHZCDHPHAWVKT,8,BRD-K14854082; BRD-K19995388; BRD-K25940840; BRD-K33490627; BRD-K41540007; BRD-K68749296; BRD-K68780601; BRD-K80852934
JDNCUSTXITVPAM,8,BRD-K03243737; BRD-K14122415; BRD-K36944891; BRD-K50976856; BRD-K60337438; BRD-K68858233; BRD-K71987443; BRD-K79781106
YSHLOQAWMNLOEI,8,BRD-K04402444; BRD-K04937680; BRD-K21660676; BRD-K27635561; BRD-K31830316; BRD-K37106459; BRD-K45138525; BRD-K96977391
YRYFLIZLJGNRPZ,8,BRD-K19237647; BRD-K25470159; BRD-K26108750; BRD-K40419401; BRD-K43820045; BRD-K53088255; BRD-K64804596; BRD-K83752863
YSCGDHRCRJHNHR,8,BRD-K28739456; BRD-K35915475; BRD-K37991633; BRD-K38524184; BRD-K54822582; BRD-K66413861; BRD-K82004089; BRD-K95899688
JBTWBXKZNZMQHX,8,BRD-K49460772; BRD-K57119046; BRD-K60927153; BRD-K64523453; BRD-K64751695; BRD-K74965436; BRD-K76712687; BRD-K86617991
YPNLXOUGQFNUKR,8,BRD-K00504156; BRD-K10701803; BRD-K24639784; BRD-K35970781; BRD-K36473494; BRD-K62157654; BRD-K72128077; BRD-K90819764
YPWSXDREONXLFW,8,BRD-K17618128; BRD-K20582542; BRD-K25056189; BRD-K37722208; BRD-K61412007; BRD-K66573697; BRD-K77264230; BRD-K78961368
JAWXPOQCFIAERV,8,BRD-K19418666; BRD-K31559406; BRD-K45850369; BRD-K53914976; BRD-K73542906; BRD-K84405221; BRD-K94292824; BRD-K97648508
